video_id,query_id,query_text,time,detector_score,crop_score
video_01,q001,a man with a red backpack,20.0,0.3128865659236908,0.10808710753917694
video_01,q002,a cyclist,20.0,0.3859945237636566,0.0647554025053978
video_01,q003,a yellow car,20.0,0.6792521476745605,0.026559263467788696
video_01,q001,a man with a red backpack,21.0,0.306793749332428,0.08835311233997345
video_01,q002,a cyclist,21.0,0.4125654697418213,0.0631234347820282
video_01,q003,a yellow car,21.0,0.6667854189872742,0.014672893099486828
video_01,q001,a man with a red backpack,22.0,0.30459150671958923,0.08760510385036469
video_01,q002,a cyclist,22.0,0.5286362171173096,0.06633211672306061
video_01,q003,a yellow car,22.0,0.8673377633094788,0.07038849592208862
video_01,q001,a man with a red backpack,23.0,0.32107365131378174,0.09056133031845093
video_01,q002,a cyclist,23.0,0.44065314531326294,0.07392705976963043
video_01,q003,a yellow car,23.0,0.8256861567497253,0.09183838963508606
video_01,q001,a man with a red backpack,24.0,0.3363180160522461,0.09953686594963074
video_01,q002,a cyclist,24.0,0.3968002498149872,0.07161915302276611
video_01,q003,a yellow car,24.0,0.6713289022445679,0.02128813974559307
video_01,q001,a man with a red backpack,25.0,0.3097763955593109,0.08106096088886261
video_01,q002,a cyclist,25.0,0.5358237624168396,0.07450994104146957
video_01,q003,a yellow car,25.0,0.6363552212715149,0.06766723096370697
video_01,q001,a man with a red backpack,26.0,0.30521613359451294,0.08171114325523376
video_01,q002,a cyclist,26.0,0.4429628849029541,0.07813580334186554
video_01,q003,a yellow car,26.0,0.6842833757400513,0.07036639750003815
video_01,q001,a man with a red backpack,27.0,0.3399640619754791,0.07422226667404175
video_01,q002,a cyclist,27.0,0.4881111681461334,0.10278250277042389
video_01,q003,a yellow car,27.0,0.9200174808502197,0.06611216813325882
video_01,q001,a man with a red backpack,28.0,0.3485928475856781,0.10342136025428772
video_01,q002,a cyclist,28.0,0.37666282057762146,0.07579824328422546
video_01,q003,a yellow car,28.0,0.9029840230941772,0.06769364327192307
video_01,q001,a man with a red backpack,29.0,0.32419151067733765,0.08501732349395752
video_01,q002,a cyclist,29.0,0.5321380496025085,0.08477683365345001
video_01,q003,a yellow car,29.0,0.9361679553985596,0.06672916561365128
video_01,q001,a man with a red backpack,30.0,0.35102391242980957,0.10042472183704376
video_01,q002,a cyclist,30.0,0.48451322317123413,0.08966219425201416
video_01,q003,a yellow car,30.0,0.5446446537971497,0.06827069818973541
video_01,q001,a man with a red backpack,31.0,0.35511839389801025,0.1003841981291771
video_01,q002,a cyclist,31.0,0.37105855345726013,0.07520794868469238
video_01,q003,a yellow car,31.0,0.5402918457984924,0.09252985566854477
video_01,q001,a man with a red backpack,32.0,0.3318704068660736,0.08493760228157043
video_01,q002,a cyclist,32.0,0.4396728575229645,0.08632157742977142
video_01,q003,a yellow car,32.0,0.7118641138076782,0.10110177844762802
video_01,q001,a man with a red backpack,33.0,0.345939040184021,0.09807194769382477
video_01,q002,a cyclist,33.0,0.3993818461894989,0.07691320031881332
video_01,q003,a yellow car,33.0,0.844651997089386,0.0949806421995163
video_01,q001,a man with a red backpack,34.0,0.4761723279953003,0.12739044427871704
video_01,q002,a cyclist,34.0,0.38579076528549194,0.07691339403390884
video_01,q003,a yellow car,34.0,0.850114643573761,0.09064033627510071
video_01,q001,a man with a red backpack,35.0,0.3711371421813965,0.10068283975124359
video_01,q002,a cyclist,35.0,0.4505341053009033,0.06416656076908112
video_01,q003,a yellow car,35.0,0.840368926525116,0.0980796217918396
video_01,q001,a man with a red backpack,36.0,0.35739371180534363,0.1039535403251648
video_01,q002,a cyclist,36.0,0.36407822370529175,0.06583297252655029
video_01,q003,a yellow car,36.0,0.91654372215271,0.09300773590803146
video_01,q001,a man with a red backpack,37.0,0.3230184018611908,0.10111977159976959
video_01,q002,a cyclist,37.0,0.36431291699409485,0.056869328022003174
video_01,q003,a yellow car,37.0,0.7810885310173035,0.08948683738708496
video_01,q001,a man with a red backpack,38.0,0.33249330520629883,0.08983328193426132
video_01,q002,a cyclist,38.0,0.3637450039386749,0.07523269951343536
video_01,q003,a yellow car,38.0,0.7485049962997437,0.08867625147104263
video_01,q001,a man with a red backpack,39.0,0.35606756806373596,0.0966174453496933
video_01,q002,a cyclist,39.0,0.4365702271461487,0.07899091392755508
video_01,q003,a yellow car,39.0,0.6334289312362671,0.09281625598669052
video_01,q001,a man with a red backpack,40.0,0.3530639111995697,0.09501540660858154
video_01,q002,a cyclist,40.0,0.4112091660499573,0.08014083653688431
video_01,q003,a yellow car,40.0,0.6180521249771118,0.0688706785440445
video_01,q001,a man with a red backpack,41.0,0.35453689098358154,0.09619762748479843
video_01,q002,a cyclist,41.0,0.3828344941139221,0.07660236209630966
video_01,q003,a yellow car,41.0,0.5582413077354431,0.08293857425451279
video_01,q001,a man with a red backpack,42.0,0.0,
video_01,q002,a cyclist,42.0,0.35453736782073975,0.07242945581674576
video_01,q003,a yellow car,42.0,0.6084172129631042,0.07990364730358124
video_01,q001,a man with a red backpack,43.0,0.0,
video_01,q002,a cyclist,43.0,0.2535199820995331,0.05653579905629158
video_01,q003,a yellow car,43.0,0.6104472279548645,0.06910300999879837
video_01,q001,a man with a red backpack,44.0,0.258724182844162,0.05199696496129036
video_01,q002,a cyclist,44.0,0.3486297130584717,0.057261187583208084
video_01,q003,a yellow car,44.0,0.6257011890411377,0.068646639585495
video_01,q001,a man with a red backpack,45.0,0.0,
video_01,q002,a cyclist,45.0,0.3317123055458069,0.07433600723743439
video_01,q003,a yellow car,45.0,0.6238208413124084,0.08136224746704102
video_01,q001,a man with a red backpack,46.0,0.0,
video_01,q002,a cyclist,46.0,0.27936795353889465,0.057357057929039
video_01,q003,a yellow car,46.0,0.5971847176551819,0.06737605482339859
video_01,q001,a man with a red backpack,47.0,0.3948882520198822,0.019985875114798546
video_01,q002,a cyclist,47.0,0.31031110882759094,0.062223806977272034
video_01,q003,a yellow car,47.0,0.6409120559692383,0.06682633608579636
video_01,q001,a man with a red backpack,48.0,0.0,
video_01,q002,a cyclist,48.0,0.2543356120586395,0.0442943312227726
video_01,q003,a yellow car,48.0,0.6719005107879639,0.06689421832561493
video_01,q001,a man with a red backpack,49.0,0.0,
video_01,q002,a cyclist,49.0,0.0,
video_01,q003,a yellow car,49.0,0.6345347762107849,0.06585695594549179
video_01,q001,a man with a red backpack,50.0,0.0,
video_01,q002,a cyclist,50.0,0.35257628560066223,0.05914842337369919
video_01,q003,a yellow car,50.0,0.7935524582862854,0.0968034416437149
video_01,q001,a man with a red backpack,51.0,0.0,
video_01,q002,a cyclist,51.0,0.3842445909976959,0.06602834910154343
video_01,q003,a yellow car,51.0,0.8128702640533447,0.10269488394260406
video_01,q001,a man with a red backpack,52.0,0.2628032863140106,0.0521102249622345
video_01,q002,a cyclist,52.0,0.3737200200557709,0.05783563479781151
video_01,q003,a yellow car,52.0,0.6438782811164856,0.06732926517724991
video_01,q001,a man with a red backpack,53.0,0.0,
video_01,q002,a cyclist,53.0,0.37430089712142944,0.06873412430286407
video_01,q003,a yellow car,53.0,0.6200361251831055,0.1027841567993164
video_01,q001,a man with a red backpack,54.0,0.0,
video_01,q002,a cyclist,54.0,0.3821374475955963,0.055476248264312744
video_01,q003,a yellow car,54.0,0.7573627829551697,0.10397471487522125
video_01,q001,a man with a red backpack,55.0,0.0,
video_01,q002,a cyclist,55.0,0.35876163840293884,0.05169237032532692
video_01,q003,a yellow car,55.0,0.7339627146720886,0.09919202327728271
video_01,q001,a man with a red backpack,56.0,0.25015386939048767,0.03877859190106392
video_01,q002,a cyclist,56.0,0.390449583530426,0.06773962825536728
video_01,q003,a yellow car,56.0,0.8190362453460693,0.09555374085903168
video_01,q001,a man with a red backpack,57.0,0.0,
video_01,q002,a cyclist,57.0,0.37019380927085876,0.061112187802791595
video_01,q003,a yellow car,57.0,0.7718031406402588,0.09684918820858002
video_01,q001,a man with a red backpack,58.0,0.274650514125824,0.051168348640203476
video_01,q002,a cyclist,58.0,0.3949061632156372,0.051952213048934937
video_01,q003,a yellow car,58.0,0.8645000457763672,0.09798130393028259
video_01,q001,a man with a red backpack,59.0,0.0,
video_01,q002,a cyclist,59.0,0.2512575089931488,0.009508299641311169
video_01,q003,a yellow car,59.0,0.6047417521476746,0.06922191381454468
video_01,q001,a man with a red backpack,60.0,0.0,
video_01,q002,a cyclist,60.0,0.3366526961326599,0.06161656975746155
video_01,q003,a yellow car,60.0,0.5627966523170471,0.0684070810675621
video_01,q001,a man with a red backpack,61.0,0.0,
video_01,q002,a cyclist,61.0,0.3067888617515564,0.05446798726916313
video_01,q003,a yellow car,61.0,0.5814794301986694,0.06928835064172745
video_01,q001,a man with a red backpack,62.0,0.0,
video_01,q002,a cyclist,62.0,0.3514976501464844,0.0631776750087738
video_01,q003,a yellow car,62.0,0.5500341057777405,0.08296839147806168
video_01,q001,a man with a red backpack,63.0,0.0,
video_01,q002,a cyclist,63.0,0.3296128809452057,0.06267528980970383
video_01,q003,a yellow car,63.0,0.5621250867843628,0.07551497220993042
video_01,q001,a man with a red backpack,64.0,0.0,
video_01,q002,a cyclist,64.0,0.38010135293006897,0.07883312553167343
video_01,q003,a yellow car,64.0,0.524772584438324,0.0827452540397644
video_01,q001,a man with a red backpack,65.0,0.0,
video_01,q002,a cyclist,65.0,0.34433603286743164,0.07104010879993439
video_01,q003,a yellow car,65.0,0.5603103041648865,0.07390215247869492
video_01,q001,a man with a red backpack,66.0,0.0,
video_01,q002,a cyclist,66.0,0.381358802318573,0.06625460833311081
video_01,q003,a yellow car,66.0,0.6027970314025879,0.06887058913707733
video_01,q001,a man with a red backpack,67.0,0.0,
video_01,q002,a cyclist,67.0,0.42220309376716614,0.07075660675764084
video_01,q003,a yellow car,67.0,0.5681715607643127,0.08657361567020416
video_01,q001,a man with a red backpack,68.0,0.0,
video_01,q002,a cyclist,68.0,0.42579180002212524,0.07184179872274399
video_01,q003,a yellow car,68.0,0.5737002491950989,0.0833442211151123
video_01,q001,a man with a red backpack,69.0,0.0,
video_01,q002,a cyclist,69.0,0.34188926219940186,0.06356318295001984
video_01,q003,a yellow car,69.0,0.5833102464675903,0.08272664994001389
video_01,q001,a man with a red backpack,70.0,0.28774669766426086,0.03481272608041763
video_01,q002,a cyclist,70.0,0.363078773021698,0.05737244337797165
video_01,q003,a yellow car,70.0,0.6087098121643066,0.06541934609413147
video_01,q001,a man with a red backpack,71.0,0.0,
video_01,q002,a cyclist,71.0,0.3844180703163147,0.0712047666311264
video_01,q003,a yellow car,71.0,0.6006467938423157,0.080927275121212
video_01,q001,a man with a red backpack,72.0,0.0,
video_01,q002,a cyclist,72.0,0.34664392471313477,0.05111031234264374
video_01,q003,a yellow car,72.0,0.5977550745010376,0.08281435072422028
video_01,q001,a man with a red backpack,73.0,0.0,
video_01,q002,a cyclist,73.0,0.3917451500892639,0.06293037533760071
video_01,q003,a yellow car,73.0,0.589688241481781,0.06906801462173462
video_01,q001,a man with a red backpack,74.0,0.0,
video_01,q002,a cyclist,74.0,0.4090784788131714,0.05599066615104675
video_01,q003,a yellow car,74.0,0.6187276244163513,0.0659300833940506
video_01,q001,a man with a red backpack,75.0,0.0,
video_01,q002,a cyclist,75.0,0.0,
video_01,q003,a yellow car,75.0,0.49002188444137573,0.06070920079946518
video_01,q001,a man with a red backpack,76.0,0.3118375539779663,0.0674053430557251
video_01,q002,a cyclist,76.0,0.36321666836738586,0.05205781012773514
video_01,q003,a yellow car,76.0,0.47790515422821045,0.08161374926567078
