video_id,query_id,query_text,time,detector_score,crop_score
video_01,q001,a man with a red backpack,193.0,0.3040153980255127,0.049093205481767654
video_01,q002,a cyclist,193.0,0.38801267743110657,0.06421981006860733
video_01,q003,a yellow car,193.0,0.8264970779418945,0.08692285418510437
video_01,q001,a man with a red backpack,194.0,0.28133097290992737,0.026261884719133377
video_01,q002,a cyclist,194.0,0.37929800152778625,0.07529144734144211
video_01,q003,a yellow car,194.0,0.8360720872879028,0.0847259983420372
video_01,q001,a man with a red backpack,195.0,0.3515259921550751,0.03529968485236168
video_01,q002,a cyclist,195.0,0.3859447240829468,0.09800055623054504
video_01,q003,a yellow car,195.0,0.8949354887008667,0.08186380565166473
video_01,q001,a man with a red backpack,196.0,0.3686107099056244,0.026855068281292915
video_01,q002,a cyclist,196.0,0.45749250054359436,0.0684744119644165
video_01,q003,a yellow car,196.0,0.8485854864120483,0.0871247723698616
video_01,q001,a man with a red backpack,197.0,0.3050178289413452,0.028155380859971046
video_01,q002,a cyclist,197.0,0.36032938957214355,0.06251423060894012
video_01,q003,a yellow car,197.0,0.8826720714569092,0.08076232671737671
video_01,q001,a man with a red backpack,198.0,0.33103007078170776,0.03481484204530716
video_01,q002,a cyclist,198.0,0.3966507911682129,0.07916493713855743
video_01,q003,a yellow car,198.0,0.7252665758132935,0.08439621329307556
video_01,q001,a man with a red backpack,199.0,0.3048744797706604,0.04003894329071045
video_01,q002,a cyclist,199.0,0.3627290427684784,0.06242024153470993
video_01,q003,a yellow car,199.0,0.6761634349822998,0.08266280591487885
video_01,q001,a man with a red backpack,200.0,0.3063305616378784,0.0490759052336216
video_01,q002,a cyclist,200.0,0.37387001514434814,0.08538249880075455
video_01,q003,a yellow car,200.0,0.7461944222450256,0.08884670585393906
video_01,q001,a man with a red backpack,201.0,0.3274020552635193,0.03522999957203865
video_01,q002,a cyclist,201.0,0.360981822013855,0.07138095796108246
video_01,q003,a yellow car,201.0,0.670301616191864,0.08294744789600372
video_01,q001,a man with a red backpack,202.0,0.36447951197624207,0.05778035894036293
video_01,q002,a cyclist,202.0,0.4088515341281891,0.062332987785339355
video_01,q003,a yellow car,202.0,0.6278533339500427,0.08534146845340729
video_01,q001,a man with a red backpack,203.0,0.25443723797798157,0.012248929589986801
video_01,q002,a cyclist,203.0,0.3528330326080322,0.05581722781062126
video_01,q003,a yellow car,203.0,0.6044257283210754,0.08408380299806595
video_01,q001,a man with a red backpack,204.0,0.0,
video_01,q002,a cyclist,204.0,0.40510109066963196,0.10601901262998581
video_01,q003,a yellow car,204.0,0.47183987498283386,0.0840442106127739
video_01,q001,a man with a red backpack,205.0,0.3211060166358948,0.032879531383514404
video_01,q002,a cyclist,205.0,0.40817901492118835,0.12565438449382782
video_01,q003,a yellow car,205.0,0.606950581073761,0.007009753957390785
video_01,q001,a man with a red backpack,206.0,0.36000093817710876,0.027432799339294434
video_01,q002,a cyclist,206.0,0.46351924538612366,0.1228957325220108
video_01,q003,a yellow car,206.0,0.6010286808013916,0.012036671862006187
video_01,q001,a man with a red backpack,207.0,0.35702383518218994,0.04967869073152542
video_01,q002,a cyclist,207.0,0.4151366353034973,0.12189475446939468
video_01,q003,a yellow car,207.0,0.5365248322486877,0.012188960798084736
video_01,q001,a man with a red backpack,208.0,0.3428070545196533,0.028996672481298447
video_01,q002,a cyclist,208.0,0.3972369432449341,0.07173973321914673
video_01,q003,a yellow car,208.0,0.5587769746780396,0.09004808962345123
video_01,q001,a man with a red backpack,209.0,0.3520905077457428,0.0761951357126236
video_01,q002,a cyclist,209.0,0.37223291397094727,0.058446869254112244
video_01,q003,a yellow car,209.0,0.6584310531616211,0.07243507355451584
video_01,q001,a man with a red backpack,210.0,0.35730457305908203,0.051687728613615036
video_01,q002,a cyclist,210.0,0.380491703748703,0.0515071302652359
video_01,q003,a yellow car,210.0,0.6506533026695251,0.026765599846839905
video_01,q001,a man with a red backpack,211.0,0.3490705192089081,0.05695426091551781
video_01,q002,a cyclist,211.0,0.48832204937934875,0.06638287007808685
video_01,q003,a yellow car,211.0,0.5393838882446289,0.009237208403646946
video_01,q001,a man with a red backpack,212.0,0.33828553557395935,0.020352356135845184
video_01,q002,a cyclist,212.0,0.43323570489883423,0.07431250810623169
video_01,q003,a yellow car,212.0,0.6505345702171326,0.08252263814210892
video_01,q001,a man with a red backpack,213.0,0.2508990466594696,0.06795508414506912
video_01,q002,a cyclist,213.0,0.36839720606803894,0.07635939866304398
video_01,q003,a yellow car,213.0,0.6340773105621338,0.08301818370819092
video_01,q001,a man with a red backpack,214.0,0.2739869952201843,0.021772043779492378
video_01,q002,a cyclist,214.0,0.3865390121936798,0.05835970863699913
video_01,q003,a yellow car,214.0,0.5796181559562683,0.08428147435188293
video_01,q001,a man with a red backpack,215.0,0.38852179050445557,0.04580966383218765
video_01,q002,a cyclist,215.0,0.37205153703689575,0.07576297223567963
video_01,q003,a yellow car,215.0,0.6355943083763123,0.08025980740785599
video_01,q001,a man with a red backpack,216.0,0.35164615511894226,0.03829187527298927
video_01,q002,a cyclist,216.0,0.4626045823097229,0.07870475947856903
video_01,q003,a yellow car,216.0,0.6447768211364746,0.08384633809328079
video_01,q001,a man with a red backpack,217.0,0.40646740794181824,0.05506984889507294
video_01,q002,a cyclist,217.0,0.4351283609867096,0.07513619214296341
video_01,q003,a yellow car,217.0,0.6404337286949158,0.08339684456586838
video_01,q001,a man with a red backpack,218.0,0.3791671097278595,0.05602775514125824
video_01,q002,a cyclist,218.0,0.47049692273139954,0.07734782993793488
video_01,q003,a yellow car,218.0,0.6757673621177673,0.08359535783529282
video_01,q001,a man with a red backpack,219.0,0.37959524989128113,0.061700642108917236
video_01,q002,a cyclist,219.0,0.3719485402107239,0.07730070501565933
video_01,q003,a yellow car,219.0,0.6871398687362671,0.08316867053508759
video_01,q001,a man with a red backpack,220.0,0.41361433267593384,0.05064376816153526
video_01,q002,a cyclist,220.0,0.37703216075897217,0.08765891194343567
video_01,q003,a yellow car,220.0,0.6424227356910706,0.08333861827850342
video_06,q046,a person wearing a red cap,0.0,0.0,
video_06,q047,TV,0.0,0.0,
video_06,q048,a police car ,0.0,0.441487193107605,0.05911161005496979
video_06,q046,a person wearing a red cap,1.0,0.0,
video_06,q047,TV,1.0,0.0,
video_06,q048,a police car ,1.0,0.47506728768348694,0.06619686633348465
video_06,q046,a person wearing a red cap,2.0,0.0,
video_06,q047,TV,2.0,0.0,
video_06,q048,a police car ,2.0,0.6902698874473572,0.02876802533864975
video_06,q046,a person wearing a red cap,3.0,0.0,
video_06,q047,TV,3.0,0.0,
video_06,q048,a police car ,3.0,0.7049831748008728,0.041086845099925995
video_06,q046,a person wearing a red cap,4.0,0.0,
video_06,q047,TV,4.0,0.0,
video_06,q048,a police car ,4.0,0.7274195551872253,0.027335327118635178
video_06,q046,a person wearing a red cap,5.0,0.0,
video_06,q047,TV,5.0,0.0,
video_06,q048,a police car ,5.0,0.7608345746994019,0.03182850033044815
video_06,q046,a person wearing a red cap,6.0,0.0,
video_06,q047,TV,6.0,0.0,
video_06,q048,a police car ,6.0,0.7200609445571899,0.02627006731927395
video_06,q046,a person wearing a red cap,7.0,0.0,
video_06,q047,TV,7.0,0.0,
video_06,q048,a police car ,7.0,0.72071373462677,0.02773350663483143
video_06,q046,a person wearing a red cap,8.0,0.0,
video_06,q047,TV,8.0,0.0,
video_06,q048,a police car ,8.0,0.6584262847900391,0.009496744722127914
video_06,q046,a person wearing a red cap,9.0,0.0,
video_06,q047,TV,9.0,0.2580993175506592,0.03664325922727585
video_06,q048,a police car ,9.0,0.6698768138885498,0.0045557403936982155
video_06,q046,a person wearing a red cap,10.0,0.0,
video_06,q047,TV,10.0,0.0,
video_06,q048,a police car ,10.0,0.7574753761291504,-0.0007670344784855843
video_06,q046,a person wearing a red cap,11.0,0.0,
video_06,q047,TV,11.0,0.0,
video_06,q048,a police car ,11.0,0.7201892137527466,-0.006560089997947216
video_06,q046,a person wearing a red cap,12.0,0.0,
video_06,q047,TV,12.0,0.0,
video_06,q048,a police car ,12.0,0.7714307308197021,-0.0075842756778001785
video_06,q046,a person wearing a red cap,13.0,0.0,
video_06,q047,TV,13.0,0.0,
video_06,q048,a police car ,13.0,0.7725379467010498,-0.009867198765277863
video_06,q046,a person wearing a red cap,14.0,0.0,
video_06,q047,TV,14.0,0.0,
video_06,q048,a police car ,14.0,0.7749039530754089,-0.012915053404867649
video_06,q046,a person wearing a red cap,15.0,0.0,
video_06,q047,TV,15.0,0.0,
video_06,q048,a police car ,15.0,0.764710009098053,-0.013913785107433796
video_06,q046,a person wearing a red cap,16.0,0.0,
video_06,q047,TV,16.0,0.0,
video_06,q048,a police car ,16.0,0.7767945528030396,-0.01350872777402401
video_06,q046,a person wearing a red cap,17.0,0.0,
video_06,q047,TV,17.0,0.0,
video_06,q048,a police car ,17.0,0.7787814140319824,-0.009580078534781933
video_06,q046,a person wearing a red cap,18.0,0.0,
video_06,q047,TV,18.0,0.0,
video_06,q048,a police car ,18.0,0.7710287570953369,-0.008907120674848557
video_06,q046,a person wearing a red cap,19.0,0.0,
video_06,q047,TV,19.0,0.0,
video_06,q048,a police car ,19.0,0.7677783966064453,-0.011285453103482723
video_06,q046,a person wearing a red cap,20.0,0.0,
video_06,q047,TV,20.0,0.0,
video_06,q048,a police car ,20.0,0.7783772349357605,-0.008826779201626778
video_06,q046,a person wearing a red cap,21.0,0.0,
video_06,q047,TV,21.0,0.0,
video_06,q048,a police car ,21.0,0.781821608543396,-0.005843301769345999
video_06,q046,a person wearing a red cap,22.0,0.0,
video_06,q047,TV,22.0,0.0,
video_06,q048,a police car ,22.0,0.7351923584938049,0.002712549176067114
video_06,q046,a person wearing a red cap,23.0,0.0,
video_06,q047,TV,23.0,0.0,
video_06,q048,a police car ,23.0,0.7640079855918884,-0.0024688197299838066
video_06,q046,a person wearing a red cap,24.0,0.0,
video_06,q047,TV,24.0,0.0,
video_06,q048,a police car ,24.0,0.7756437659263611,-0.005311234854161739
video_06,q046,a person wearing a red cap,25.0,0.0,
video_06,q047,TV,25.0,0.0,
video_06,q048,a police car ,25.0,0.7931185364723206,0.003956031985580921
video_06,q046,a person wearing a red cap,26.0,0.0,
video_06,q047,TV,26.0,0.0,
video_06,q048,a police car ,26.0,0.7726082801818848,0.003032353240996599
video_06,q046,a person wearing a red cap,27.0,0.0,
video_06,q047,TV,27.0,0.0,
video_06,q048,a police car ,27.0,0.7971625328063965,-0.0017284685745835304
video_06,q046,a person wearing a red cap,28.0,0.0,
video_06,q047,TV,28.0,0.0,
video_06,q048,a police car ,28.0,0.7815055847167969,-0.0014341101050376892
video_06,q046,a person wearing a red cap,29.0,0.0,
video_06,q047,TV,29.0,0.0,
video_06,q048,a police car ,29.0,0.7462231516838074,-0.0021278890781104565
video_06,q046,a person wearing a red cap,30.0,0.0,
video_06,q047,TV,30.0,0.0,
video_06,q048,a police car ,30.0,0.800355076789856,-0.0016338890418410301
video_06,q046,a person wearing a red cap,31.0,0.0,
video_06,q047,TV,31.0,0.0,
video_06,q048,a police car ,31.0,0.7839451432228088,-0.0004490585997700691
video_06,q046,a person wearing a red cap,32.0,0.0,
video_06,q047,TV,32.0,0.0,
video_06,q048,a police car ,32.0,0.781977117061615,-0.008183581754565239
video_06,q046,a person wearing a red cap,33.0,0.0,
video_06,q047,TV,33.0,0.0,
video_06,q048,a police car ,33.0,0.7787190675735474,-0.005185794085264206
video_06,q046,a person wearing a red cap,34.0,0.0,
video_06,q047,TV,34.0,0.0,
video_06,q048,a police car ,34.0,0.7745676636695862,-0.008191030472517014
video_06,q046,a person wearing a red cap,35.0,0.0,
video_06,q047,TV,35.0,0.0,
video_06,q048,a police car ,35.0,0.7603356242179871,-0.006735558621585369
video_06,q046,a person wearing a red cap,36.0,0.0,
video_06,q047,TV,36.0,0.0,
video_06,q048,a police car ,36.0,0.7686348557472229,-0.009421903640031815
video_06,q046,a person wearing a red cap,37.0,0.0,
video_06,q047,TV,37.0,0.0,
video_06,q048,a police car ,37.0,0.7727776765823364,-0.006801938638091087
video_06,q046,a person wearing a red cap,38.0,0.0,
video_06,q047,TV,38.0,0.0,
video_06,q048,a police car ,38.0,0.7468841075897217,-0.00778542272746563
video_06,q046,a person wearing a red cap,39.0,0.0,
video_06,q047,TV,39.0,0.0,
video_06,q048,a police car ,39.0,0.709811270236969,0.005318110343068838
video_06,q046,a person wearing a red cap,40.0,0.0,
video_06,q047,TV,40.0,0.0,
video_06,q048,a police car ,40.0,0.6646471619606018,0.004662764724344015
video_06,q046,a person wearing a red cap,41.0,0.0,
video_06,q047,TV,41.0,0.0,
video_06,q048,a police car ,41.0,0.6951113343238831,-0.0010902443900704384
video_06,q046,a person wearing a red cap,42.0,0.0,
video_06,q047,TV,42.0,0.0,
video_06,q048,a police car ,42.0,0.7424200177192688,0.0007997178472578526
video_06,q046,a person wearing a red cap,43.0,0.0,
video_06,q047,TV,43.0,0.0,
video_06,q048,a police car ,43.0,0.6797031164169312,0.01050150953233242
video_06,q046,a person wearing a red cap,44.0,0.0,
video_06,q047,TV,44.0,0.0,
video_06,q048,a police car ,44.0,0.7055192589759827,0.004300045780837536
video_06,q046,a person wearing a red cap,45.0,0.0,
video_06,q047,TV,45.0,0.0,
video_06,q048,a police car ,45.0,0.7131485939025879,-0.0020048976875841618
video_06,q046,a person wearing a red cap,46.0,0.0,
video_06,q047,TV,46.0,0.0,
video_06,q048,a police car ,46.0,0.705650269985199,0.0013496377505362034
video_06,q046,a person wearing a red cap,47.0,0.0,
video_06,q047,TV,47.0,0.0,
video_06,q048,a police car ,47.0,0.7334253787994385,0.00327256228774786
video_06,q046,a person wearing a red cap,48.0,0.0,
video_06,q047,TV,48.0,0.0,
video_06,q048,a police car ,48.0,0.6704837083816528,0.007577764801681042
video_06,q046,a person wearing a red cap,49.0,0.0,
video_06,q047,TV,49.0,0.0,
video_06,q048,a police car ,49.0,0.6936266422271729,0.0020570000633597374
video_06,q046,a person wearing a red cap,50.0,0.0,
video_06,q047,TV,50.0,0.0,
video_06,q048,a police car ,50.0,0.7005898356437683,0.004563118796795607
video_06,q046,a person wearing a red cap,51.0,0.0,
video_06,q047,TV,51.0,0.0,
video_06,q048,a police car ,51.0,0.685584306716919,-0.007513539865612984
video_06,q046,a person wearing a red cap,52.0,0.0,
video_06,q047,TV,52.0,0.0,
video_06,q048,a police car ,52.0,0.7594004273414612,-0.00810294970870018
video_06,q046,a person wearing a red cap,53.0,0.0,
video_06,q047,TV,53.0,0.0,
video_06,q048,a police car ,53.0,0.7407960295677185,-0.005513427779078484
video_06,q046,a person wearing a red cap,54.0,0.0,
video_06,q047,TV,54.0,0.0,
video_06,q048,a police car ,54.0,0.7518137693405151,-0.013195219449698925
video_06,q046,a person wearing a red cap,55.0,0.0,
video_06,q047,TV,55.0,0.0,
video_06,q048,a police car ,55.0,0.7429828643798828,-0.006737535819411278
video_06,q046,a person wearing a red cap,56.0,0.0,
video_06,q047,TV,56.0,0.0,
video_06,q048,a police car ,56.0,0.7224622964859009,-0.003946417011320591
video_06,q046,a person wearing a red cap,57.0,0.0,
video_06,q047,TV,57.0,0.0,
video_06,q048,a police car ,57.0,0.721040666103363,-0.00586326140910387
video_06,q046,a person wearing a red cap,58.0,0.0,
video_06,q047,TV,58.0,0.0,
video_06,q048,a police car ,58.0,0.7164366245269775,-0.003954701125621796
video_06,q046,a person wearing a red cap,59.0,0.0,
video_06,q047,TV,59.0,0.0,
video_06,q048,a police car ,59.0,0.7017582654953003,-0.00757794501259923
video_06,q046,a person wearing a red cap,60.0,0.0,
video_06,q047,TV,60.0,0.0,
video_06,q048,a police car ,60.0,0.7211486101150513,-0.003755049780011177
video_06,q046,a person wearing a red cap,61.0,0.0,
video_06,q047,TV,61.0,0.0,
video_06,q048,a police car ,61.0,0.7028971910476685,-0.00924459844827652
video_06,q046,a person wearing a red cap,62.0,0.0,
video_06,q047,TV,62.0,0.0,
video_06,q048,a police car ,62.0,0.6974706649780273,0.03929618000984192
video_06,q046,a person wearing a red cap,63.0,0.0,
video_06,q047,TV,63.0,0.0,
video_06,q048,a police car ,63.0,0.6921272873878479,0.006238920614123344
video_06,q046,a person wearing a red cap,64.0,0.0,
video_06,q047,TV,64.0,0.0,
video_06,q048,a police car ,64.0,0.6772802472114563,0.008041184395551682
video_06,q046,a person wearing a red cap,65.0,0.0,
video_06,q047,TV,65.0,0.0,
video_06,q048,a police car ,65.0,0.7031956315040588,0.0041969516314566135
video_06,q046,a person wearing a red cap,66.0,0.0,
video_06,q047,TV,66.0,0.0,
video_06,q048,a police car ,66.0,0.7031857967376709,0.0023842640221118927
video_06,q046,a person wearing a red cap,67.0,0.0,
video_06,q047,TV,67.0,0.0,
video_06,q048,a police car ,67.0,0.7319530248641968,0.001415640115737915
video_06,q046,a person wearing a red cap,68.0,0.0,
video_06,q047,TV,68.0,0.0,
video_06,q048,a police car ,68.0,0.7288869023323059,0.00044288160279393196
video_06,q046,a person wearing a red cap,69.0,0.0,
video_06,q047,TV,69.0,0.0,
video_06,q048,a police car ,69.0,0.7153379321098328,-0.0008411156013607979
video_06,q046,a person wearing a red cap,70.0,0.0,
video_06,q047,TV,70.0,0.0,
video_06,q048,a police car ,70.0,0.7283093929290771,-0.00016553327441215515
video_06,q046,a person wearing a red cap,71.0,0.0,
video_06,q047,TV,71.0,0.0,
video_06,q048,a police car ,71.0,0.726792573928833,0.0069005461409688
video_06,q046,a person wearing a red cap,72.0,0.0,
video_06,q047,TV,72.0,0.0,
video_06,q048,a police car ,72.0,0.7287789583206177,0.004860329441726208
video_06,q046,a person wearing a red cap,73.0,0.0,
video_06,q047,TV,73.0,0.0,
video_06,q048,a police car ,73.0,0.6840032935142517,0.04588565230369568
video_06,q046,a person wearing a red cap,74.0,0.0,
video_06,q047,TV,74.0,0.0,
video_06,q048,a police car ,74.0,0.7690739631652832,-0.0007562120445072651
video_06,q046,a person wearing a red cap,75.0,0.0,
video_06,q047,TV,75.0,0.0,
video_06,q048,a police car ,75.0,0.6490034461021423,0.03244920074939728
video_06,q046,a person wearing a red cap,76.0,0.0,
video_06,q047,TV,76.0,0.0,
video_06,q048,a police car ,76.0,0.6981042623519897,0.0015673162415623665
video_06,q046,a person wearing a red cap,77.0,0.0,
video_06,q047,TV,77.0,0.0,
video_06,q048,a police car ,77.0,0.7276589274406433,-0.0049362583085894585
video_06,q046,a person wearing a red cap,78.0,0.0,
video_06,q047,TV,78.0,0.0,
video_06,q048,a police car ,78.0,0.7319409251213074,-0.003079087007790804
video_06,q046,a person wearing a red cap,79.0,0.0,
video_06,q047,TV,79.0,0.0,
video_06,q048,a police car ,79.0,0.7324507236480713,-0.0032993368804454803
video_06,q046,a person wearing a red cap,80.0,0.0,
video_06,q047,TV,80.0,0.0,
video_06,q048,a police car ,80.0,0.7711821794509888,-0.002776290290057659
video_06,q046,a person wearing a red cap,81.0,0.0,
video_06,q047,TV,81.0,0.0,
video_06,q048,a police car ,81.0,0.7507771253585815,-0.007945122197270393
video_06,q046,a person wearing a red cap,82.0,0.0,
video_06,q047,TV,82.0,0.0,
video_06,q048,a police car ,82.0,0.7287501692771912,-0.007187210023403168
video_06,q046,a person wearing a red cap,83.0,0.0,
video_06,q047,TV,83.0,0.0,
video_06,q048,a police car ,83.0,0.7654295563697815,-0.010217687115073204
video_06,q046,a person wearing a red cap,84.0,0.0,
video_06,q047,TV,84.0,0.0,
video_06,q048,a police car ,84.0,0.7416160106658936,-0.009360263124108315
video_06,q046,a person wearing a red cap,85.0,0.0,
video_06,q047,TV,85.0,0.0,
video_06,q048,a police car ,85.0,0.7607356905937195,-0.015290334820747375
video_06,q046,a person wearing a red cap,86.0,0.0,
video_06,q047,TV,86.0,0.0,
video_06,q048,a police car ,86.0,0.7530102133750916,-0.014571876265108585
video_06,q046,a person wearing a red cap,87.0,0.0,
video_06,q047,TV,87.0,0.0,
video_06,q048,a police car ,87.0,0.7322502136230469,-0.012497439980506897
video_06,q046,a person wearing a red cap,88.0,0.0,
video_06,q047,TV,88.0,0.0,
video_06,q048,a police car ,88.0,0.7448937296867371,-0.010454753413796425
video_06,q046,a person wearing a red cap,89.0,0.0,
video_06,q047,TV,89.0,0.0,
video_06,q048,a police car ,89.0,0.7113698124885559,-0.004400377161800861
video_06,q046,a person wearing a red cap,90.0,0.0,
video_06,q047,TV,90.0,0.0,
video_06,q048,a police car ,90.0,0.6527190208435059,0.01114964485168457
video_06,q046,a person wearing a red cap,91.0,0.0,
video_06,q047,TV,91.0,0.0,
video_06,q048,a police car ,91.0,0.7222145795822144,0.0012511303648352623
video_06,q046,a person wearing a red cap,92.0,0.0,
video_06,q047,TV,92.0,0.0,
video_06,q048,a police car ,92.0,0.7052961587905884,0.00046126171946525574
video_06,q046,a person wearing a red cap,93.0,0.0,
video_06,q047,TV,93.0,0.0,
video_06,q048,a police car ,93.0,0.7432011365890503,-0.005005235318094492
video_06,q046,a person wearing a red cap,94.0,0.0,
video_06,q047,TV,94.0,0.0,
video_06,q048,a police car ,94.0,0.7028908133506775,0.0031926645897328854
video_06,q046,a person wearing a red cap,95.0,0.0,
video_06,q047,TV,95.0,0.0,
video_06,q048,a police car ,95.0,0.7869008183479309,0.0016767112538218498
video_06,q046,a person wearing a red cap,96.0,0.0,
video_06,q047,TV,96.0,0.0,
video_06,q048,a police car ,96.0,0.764543354511261,0.003580976277589798
video_06,q046,a person wearing a red cap,97.0,0.0,
video_06,q047,TV,97.0,0.0,
video_06,q048,a police car ,97.0,0.7322904467582703,0.008340748026967049
video_06,q046,a person wearing a red cap,98.0,0.0,
video_06,q047,TV,98.0,0.0,
video_06,q048,a police car ,98.0,0.7429805397987366,0.008687985129654408
video_06,q046,a person wearing a red cap,99.0,0.0,
video_06,q047,TV,99.0,0.0,
video_06,q048,a police car ,99.0,0.662530779838562,0.022487223148345947
video_06,q046,a person wearing a red cap,100.0,0.0,
video_06,q047,TV,100.0,0.0,
video_06,q048,a police car ,100.0,0.6427191495895386,0.02500811219215393
video_06,q046,a person wearing a red cap,101.0,0.0,
video_06,q047,TV,101.0,0.0,
video_06,q048,a police car ,101.0,0.57512366771698,0.028982773423194885
video_06,q046,a person wearing a red cap,102.0,0.0,
video_06,q047,TV,102.0,0.0,
video_06,q048,a police car ,102.0,0.6048861742019653,0.02616570144891739
video_06,q046,a person wearing a red cap,103.0,0.0,
video_06,q047,TV,103.0,0.0,
video_06,q048,a police car ,103.0,0.662236750125885,0.026565352454781532
video_06,q046,a person wearing a red cap,104.0,0.0,
video_06,q047,TV,104.0,0.0,
video_06,q048,a police car ,104.0,0.6883700489997864,0.021296929568052292
video_06,q046,a person wearing a red cap,105.0,0.0,
video_06,q047,TV,105.0,0.0,
video_06,q048,a police car ,105.0,0.7147058248519897,0.024868354201316833
video_06,q046,a person wearing a red cap,106.0,0.0,
video_06,q047,TV,106.0,0.0,
video_06,q048,a police car ,106.0,0.7338599562644958,0.022161539644002914
video_06,q046,a person wearing a red cap,107.0,0.0,
video_06,q047,TV,107.0,0.0,
video_06,q048,a police car ,107.0,0.6710392832756042,0.025309210643172264
video_06,q046,a person wearing a red cap,108.0,0.0,
video_06,q047,TV,108.0,0.0,
video_06,q048,a police car ,108.0,0.6881212592124939,0.025756999850273132
video_06,q046,a person wearing a red cap,109.0,0.0,
video_06,q047,TV,109.0,0.0,
video_06,q048,a police car ,109.0,0.7018040418624878,0.027395028620958328
video_06,q046,a person wearing a red cap,110.0,0.0,
video_06,q047,TV,110.0,0.0,
video_06,q048,a police car ,110.0,0.7086848020553589,0.028970714658498764
video_06,q046,a person wearing a red cap,111.0,0.0,
video_06,q047,TV,111.0,0.0,
video_06,q048,a police car ,111.0,0.6878229975700378,0.024372030049562454
video_06,q046,a person wearing a red cap,112.0,0.0,
video_06,q047,TV,112.0,0.0,
video_06,q048,a police car ,112.0,0.7071429491043091,0.02530963346362114
video_06,q046,a person wearing a red cap,113.0,0.0,
video_06,q047,TV,113.0,0.0,
video_06,q048,a police car ,113.0,0.7536543011665344,0.023119598627090454
video_06,q046,a person wearing a red cap,114.0,0.0,
video_06,q047,TV,114.0,0.0,
video_06,q048,a police car ,114.0,0.7749952077865601,0.02349967509508133
video_06,q046,a person wearing a red cap,115.0,0.0,
video_06,q047,TV,115.0,0.0,
video_06,q048,a police car ,115.0,0.6868033409118652,0.022595982998609543
video_06,q046,a person wearing a red cap,116.0,0.0,
video_06,q047,TV,116.0,0.0,
video_06,q048,a police car ,116.0,0.6786264181137085,0.025657981634140015
video_06,q046,a person wearing a red cap,117.0,0.0,
video_06,q047,TV,117.0,0.0,
video_06,q048,a police car ,117.0,0.6866443753242493,0.019512515515089035
video_06,q046,a person wearing a red cap,118.0,0.0,
video_06,q047,TV,118.0,0.0,
video_06,q048,a police car ,118.0,0.6740866303443909,0.02854585088789463
video_06,q046,a person wearing a red cap,119.0,0.0,
video_06,q047,TV,119.0,0.0,
video_06,q048,a police car ,119.0,0.6968251466751099,0.03642558678984642
video_06,q046,a person wearing a red cap,120.0,0.0,
video_06,q047,TV,120.0,0.0,
video_06,q048,a police car ,120.0,0.6554580926895142,0.03178746998310089
video_06,q046,a person wearing a red cap,121.0,0.0,
video_06,q047,TV,121.0,0.0,
video_06,q048,a police car ,121.0,0.6839775443077087,0.02670382335782051
video_06,q046,a person wearing a red cap,122.0,0.0,
video_06,q047,TV,122.0,0.0,
video_06,q048,a police car ,122.0,0.6619597673416138,0.0317608118057251
video_06,q046,a person wearing a red cap,123.0,0.0,
video_06,q047,TV,123.0,0.0,
video_06,q048,a police car ,123.0,0.6452019810676575,0.029328543692827225
video_06,q046,a person wearing a red cap,124.0,0.0,
video_06,q047,TV,124.0,0.0,
video_06,q048,a police car ,124.0,0.6542583107948303,0.030900046229362488
video_06,q046,a person wearing a red cap,125.0,0.0,
video_06,q047,TV,125.0,0.0,
video_06,q048,a police car ,125.0,0.6483498215675354,0.026945091784000397
video_06,q046,a person wearing a red cap,126.0,0.0,
video_06,q047,TV,126.0,0.0,
video_06,q048,a police car ,126.0,0.6173330545425415,0.03159189969301224
video_06,q046,a person wearing a red cap,127.0,0.0,
video_06,q047,TV,127.0,0.0,
video_06,q048,a police car ,127.0,0.6988780498504639,0.02712356299161911
video_06,q046,a person wearing a red cap,128.0,0.0,
video_06,q047,TV,128.0,0.0,
video_06,q048,a police car ,128.0,0.5085494518280029,0.05102923512458801
video_06,q046,a person wearing a red cap,129.0,0.0,
video_06,q047,TV,129.0,0.0,
video_06,q048,a police car ,129.0,0.5050380825996399,0.038373738527297974
video_06,q046,a person wearing a red cap,130.0,0.0,
video_06,q047,TV,130.0,0.2750740945339203,0.03407860919833183
video_06,q048,a police car ,130.0,0.39844414591789246,0.03817174211144447
video_06,q046,a person wearing a red cap,131.0,0.0,
video_06,q047,TV,131.0,0.0,
video_06,q048,a police car ,131.0,0.7983956336975098,0.007347963750362396
video_06,q046,a person wearing a red cap,132.0,0.0,
video_06,q047,TV,132.0,0.0,
video_06,q048,a police car ,132.0,0.50977623462677,0.01526431180536747
video_06,q046,a person wearing a red cap,133.0,0.0,
video_06,q047,TV,133.0,0.0,
video_06,q048,a police car ,133.0,0.6626203656196594,0.08058403432369232
video_06,q046,a person wearing a red cap,134.0,0.0,
video_06,q047,TV,134.0,0.0,
video_06,q048,a police car ,134.0,0.7079594135284424,0.08173806220293045
video_06,q046,a person wearing a red cap,135.0,0.0,
video_06,q047,TV,135.0,0.0,
video_06,q048,a police car ,135.0,0.7420366406440735,0.04900902509689331
video_06,q046,a person wearing a red cap,136.0,0.0,
video_06,q047,TV,136.0,0.0,
video_06,q048,a police car ,136.0,0.7435116767883301,0.0777415931224823
video_06,q046,a person wearing a red cap,137.0,0.0,
video_06,q047,TV,137.0,0.0,
